measurement_id,timestamp_utc,elapsed_s,co2_ppm,temperature_c,relative_humidity_percent,pressure_pa,sensor_response_time_s,sensor_precision_ppm
toy_sensor_1p5ppm,2026-08-03 12:01:43,103,495.2248357626292,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:44,104,495.60916618293737,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:45,105,498.53379425132414,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:46,106,499.79828110577256,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:47,107,500.4652114699154,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:48,108,499.09369301237149,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:49,109,501.5805131498887,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:50,110,499.24559456572359,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:51,111,505.02900298579772,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:52,112,501.89824769395273,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:53,113,501.12179561988819,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:54,114,503.98068746800965,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:55,115,503.99314472404797,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:56,116,504.97027211781898,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:57,117,505.00230669745264,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:58,118,504.03855982002869,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:01:59,119,505.44445129008113,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:00,120,508.15015022700578,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:01,121,507.32718959557099,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:02,122,504.61427121931206,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:03,123,511.31084734693724,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:04,124,510.83582147994485,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:05,125,510.65009511821256,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:06,126,511.64586909659386,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:07,127,509.25394003706992,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:08,128,510.95698788498834,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:09,129,512.9057794915467,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:10,130,510.72518841998073,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:11,131,512.3965212016027,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:12,132,512.29213761829294,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:13,133,515.24844971811194,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:14,134,517.51504306234301,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:15,135,513.40582239178639,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:16,136,513.45594416820359,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:17,137,515.8776346799674,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:18,138,516.49890939962313,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:19,139,518.17768352645658,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:20,140,518.89390626445913,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:21,141,518.56390007195353,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:22,142,520.12520489863527,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:23,143,518.7338227013712,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:24,144,517.4779636281379,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:25,145,519.69616014152496,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:26,146,519.80499908861032,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:27,147,520.57501653782811,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:28,148,520.60072254567763,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:29,149,522.71670484942706,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:30,150,522.60334086690148,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:31,151,524.82274341460459,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:32,152,525.3317034130356,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:33,153,523.27586886051779,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:34,154,525.94679218289275,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:35,155,527.29206055124484,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:36,156,526.05883368308116,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:37,157,524.60918852966529,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:38,158,526.74736999469792,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:39,159,529.73911930271686,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:40,160,527.98543007431635,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:41,161,528.94608806953897,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:42,162,530.8766506555321,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:43,163,527.17673243420586,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:44,164,529.14219104578081,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:45,165,530.4200803661181,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:46,166,532.22741023190906,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:47,167,530.36999786245678,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:48,168,532.25725963338573,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:49,169,531.8406685633538,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:50,170,533.56360929619325,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:51,171,536.0427541408759,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:52,172,533.61147316302072,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:53,173,535.30627606831479,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:54,174,535.15887854232869,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:55,175,537.08226127067303,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:56,176,538.47244417097829,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:57,177,536.15356613006213,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:58,178,539.50879846289024,20,70,99000,10,1.5
toy_sensor_1p5ppm,2026-08-03 12:02:59,179,538.35158359066327,20,70,99000,10,1.5
